EXPEDIENTE;TIPO;REGIÓN;PROVINCIA;CIUDAD;TAMAÑO;SECTOR;EMPLEADOS;ACTIVO;PATRIMONIO;VENTAS;UTILIDAD;SECTOR_PROD
102306;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;GRANDE;SOCIETARIO;31;4145252,52;1316214,43;12295442,7;128878,95;INMOBILIARIA
300152;ANÓNIMA;SIERRA;PICHINCHA;CUMBAYÁ;PEQUEÑA;SOCIETARIO;2;2452141,09;98129,79;880000;128257,96;INMOBILIARIA
136157;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MEDIANA;SOCIETARIO;2;463434,94;414067,72;675649,56;127781,89;INMOBILIARIA
99504;ANÓNIMA;SIERRA;PICHINCHA;QUITO;PEQUEÑA;SOCIETARIO;2;1612009,6;481549,52;16000;127767,2;INMOBILIARIA
163627;ANÓNIMA;SIERRA;PICHINCHA;QUITO;PEQUEÑA;SOCIETARIO;5;1848061,74;939682,7;289600;127639,59;INMOBILIARIA
707182;ANÓNIMA;SIERRA;PICHINCHA;QUITO;PEQUEÑA;SOCIETARIO;4;6229681,46;6198646,11;198642,87;124785,47;INMOBILIARIA
11945;ANÓNIMA;SIERRA;PICHINCHA;QUITO;PEQUEÑA;SOCIETARIO;6;2799319,75;2699914,61;442701;123976,54;INMOBILIARIA
20453;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;1185981,3;1113149,31;187416,55;121876,17;INMOBILIARIA
95250;RESPONSABILIDAD LIMITADA;SIERRA;AZUAY;CUENCA;PEQUEÑA;SOCIETARIO;4;9059483,9;8783527,87;748609,24;121270,44;INMOBILIARIA
162704;ANÓNIMA;SIERRA;PICHINCHA;QUITO;PEQUEÑA;SOCIETARIO;5;2929447,56;1154352,94;515600;118247,9;INMOBILIARIA
90408;ANÓNIMA;SIERRA;PICHINCHA;QUITO;PEQUEÑA;SOCIETARIO;6;305167,96;264657,74;46200;116413,25;INMOBILIARIA
139972;ANÓNIMA;SIERRA;PICHINCHA;QUITO;MEDIANA;SOCIETARIO;9;2957569,9;116867,3;4431956,41;115898,99;INMOBILIARIA
