EXPEDIENTE;TIPO;REGIÓN;PROVINCIA;CIUDAD;TAMAÑO;SECTOR;EMPLEADOS;ACTIVO;PATRIMONIO;VENTAS;UTILIDAD;SECTOR_PROD
40013;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;GRANDE;SOCIETARIO;6;4535915,41;2651927,48;8642174,51;243610,77;AGRICULTURA
34328;ANÓNIMA;COSTA;MANABI;MANTA;GRANDE;SOCIETARIO;8;25416488,6;7944330,27;36137079,91;243047,09;AGRICULTURA
106155;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;MERCADO DE VALORES;2;2768896,46;2764543,32;306109,84;240890,22;AGRICULTURA
51934;RESPONSABILIDAD LIMITADA;SIERRA;PICHINCHA;TABACUNDO;GRANDE;SOCIETARIO;350;4973484,39;2050293,53;6433793,17;239223,7;AGRICULTURA
121981;ANÓNIMA;COSTA;LOS RIOS;QUEVEDO;GRANDE;SOCIETARIO;482;7657597,83;2507443,86;8373956,82;237474,03;AGRICULTURA
151593;ANÓNIMA;SIERRA;PICHINCHA;TABACUNDO;GRANDE;SOCIETARIO;405;7667526,37;4328400,89;8070717,63;237217,15;AGRICULTURA
31155;RESPONSABILIDAD LIMITADA;SIERRA;AZUAY;CUENCA;GRANDE;SOCIETARIO;538;9834537,14;5664927,53;9206274,01;234954,58;AGRICULTURA
300840;RESPONSABILIDAD LIMITADA;SIERRA;PICHINCHA;AMAGUAÑA;MEDIANA;SOCIETARIO;39;245327,7;237950,13;1584592,74;232950,13;AGRICULTURA
99347;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MEDIANA;SOCIETARIO;38;1783990,64;1586411,67;1438784,02;231364,37;AGRICULTURA
154354;ANÓNIMA;SIERRA;IMBABURA;IBARRA;MEDIANA;SOCIETARIO;99;2033835,29;854807,75;2422554,63;230779,5;AGRICULTURA
114764;ANÓNIMA;COSTA;GUAYAS;SAMBORONDÓN;MEDIANA;SOCIETARIO;131;4236777,46;2607800,47;2497433,25;230561,23;AGRICULTURA
112021;ANÓNIMA;COSTA;GUAYAS;ELOY ALFARO (DURAN);GRANDE;SOCIETARIO;229;15693649,1;10874102,1;4549285,12;230096,06;AGRICULTURA
68224;ANÓNIMA;COSTA;EL ORO;MACHALA;MEDIANA;SOCIETARIO;38;1653406,35;313669,39;2135212,93;227329,9;AGRICULTURA
49977;ANÓNIMA;SIERRA;PICHINCHA;QUITO;MEDIANA;SOCIETARIO;187;2778055,98;759030,42;3998584,73;224784,15;AGRICULTURA
121701;ANÓNIMA;COSTA;EL ORO;MACHALA;GRANDE;SOCIETARIO;68;3991152;734531,88;5910810,09;224461,67;AGRICULTURA
53856;RESPONSABILIDAD LIMITADA;SIERRA;PICHINCHA;QUITO;GRANDE;SOCIETARIO;293;4615660,08;1516053,65;7405679,2;218798,62;AGRICULTURA
704298;ANÓNIMA;COSTA;SANTA ELENA;SALINAS;GRANDE;SOCIETARIO;7;683124,79;230500,54;7569798,14;218141,78;AGRICULTURA
35171;RESPONSABILIDAD LIMITADA;COSTA;MANABI;JARAMIJÓ;GRANDE;SOCIETARIO;198;25337947,4;8835354,26;25619755,34;217821,72;AGRICULTURA
40733;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MEDIANA;SOCIETARIO;4;859682,66;300714,76;1175479,12;216213,85;AGRICULTURA
4353;ANÓNIMA;COSTA;EL ORO;EL GUABO;MEDIANA;SOCIETARIO;33;3323200,22;2550451,76;1782148,67;215733,94;AGRICULTURA
113104;RESPONSABILIDAD LIMITADA;COSTA;GUAYAS;GUAYAQUIL;GRANDE;SOCIETARIO;548;16725796,8;2152758,82;88183769,46;206805,37;AGRICULTURA
115653;ANÓNIMA;COSTA;MANABI;MANTA;MEDIANA;SOCIETARIO;102;8085331,27;5408600,56;3860781,46;204907,8;AGRICULTURA
174221;RESPONSABILIDAD LIMITADA;COSTA;GUAYAS;GUAYAQUIL;GRANDE;SOCIETARIO;112;4574963,65;1327408,09;6910756,02;204875,64;AGRICULTURA
159813;RESPONSABILIDAD LIMITADA;SIERRA;PICHINCHA;ALOASI;MEDIANA;SOCIETARIO;149;3727774,85;620792,68;3889619,75;202717,49;AGRICULTURA
33923;RESPONSABILIDAD LIMITADA;SIERRA;AZUAY;CUENCA;GRANDE;SOCIETARIO;269;11753783,3;2401645,81;15572149,5;200720,06;AGRICULTURA
97288;ANÓNIMA;COSTA;EL ORO;MACHALA;MEDIANA;SOCIETARIO;20;1973265,28;1805561,49;2273482,16;200391,18;AGRICULTURA
158831;ANÓNIMA;SIERRA;PICHINCHA;YARUQUÍ;MEDIANA;SOCIETARIO;6;2079059,42;993696,29;3149611,74;198236,56;AGRICULTURA
167264;ANÓNIMA;COSTA;LOS RIOS;BABAHOYO;MEDIANA;SOCIETARIO;8;499292,18;465051,27;1403810,65;194031,81;AGRICULTURA
127610;ANÓNIMA;COSTA;GUAYAS;ELOY ALFARO (DURAN);MEDIANA;SOCIETARIO;216;6216489,59;2315592,88;4395988,29;191143,19;AGRICULTURA
131214;ANÓNIMA;COSTA;LOS RIOS;VINCES;PEQUEÑA;SOCIETARIO;9;497302,67;461473,15;808286,83;190553,34;AGRICULTURA
202162;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MEDIANA;SOCIETARIO;286;7454527,37;2191641,1;4411107,34;190303,2;AGRICULTURA
169440;ANÓNIMA;COSTA;LOS RIOS;QUEVEDO;MEDIANA;SOCIETARIO;11;728023,83;351082,48;2311939,5;190255,16;AGRICULTURA
40411;ANÓNIMA;COSTA;EL ORO;MACHALA;MEDIANA;SOCIETARIO;54;2166259,19;404420,51;4010183,89;188159,86;AGRICULTURA
131563;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MEDIANA;SOCIETARIO;13;2081270,59;408851,37;3083782,6;188047,11;AGRICULTURA
50187;RESPONSABILIDAD LIMITADA;SIERRA;PICHINCHA;QUITO;GRANDE;SOCIETARIO;121;5978130,81;3690067,97;7582703,76;187543,27;AGRICULTURA
68988;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;2;493077,95;487973,59;0;186298,72;AGRICULTURA
133164;ANÓNIMA;COSTA;EL ORO;EL GUABO;GRANDE;SOCIETARIO;60;10585694,9;8161141,24;5347820,54;185315,36;AGRICULTURA
118971;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MEDIANA;SOCIETARIO;94;2520108,59;681803,55;2722012,66;183644,07;AGRICULTURA
97205;ANÓNIMA;COSTA;EL ORO;EL GUABO;GRANDE;SOCIETARIO;71;8985306,08;6524530,94;7681412,42;181497,61;AGRICULTURA
39780;RESPONSABILIDAD LIMITADA;COSTA;EL ORO;MACHALA;MEDIANA;SOCIETARIO;48;2931456,64;1030773,26;3287539,68;180929,79;AGRICULTURA
301437;ANÓNIMA;SIERRA;PICHINCHA;QUITO;MEDIANA;SOCIETARIO;43;525174,34;221782,37;1365471,44;178737,11;AGRICULTURA
41072;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;GRANDE;SOCIETARIO;90;12106245,8;5604815,55;5557465,3;177237,07;AGRICULTURA
