EXPEDIENTE;TIPO;REGIÓN;PROVINCIA;CIUDAD;TAMAÑO;SECTOR;EMPLEADOS;ACTIVO;PATRIMONIO;VENTAS;UTILIDAD;SECTOR_PROD
99415;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;232717,83;71488,56;367006,59;-10063,71;CONSTRUCCIÓN
303824;RESPONSABILIDAD LIMITADA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;4;46388,58;-9709,75;1370,77;-10109,75;CONSTRUCCIÓN
175387;ANÓNIMA;COSTA;MANABI;MANTA;MICROEMPRESA;SOCIETARIO;3;92640,12;5821,46;0;-10113,51;CONSTRUCCIÓN
178846;RESPONSABILIDAD LIMITADA;ORIENTE;PASTAZA;PUYO;MICROEMPRESA;SOCIETARIO;4;46741,55;34088,62;0;-10252,23;CONSTRUCCIÓN
309704;RESPONSABILIDAD LIMITADA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;15305,22;-9405,01;124415,73;-10405,01;CONSTRUCCIÓN
8337;ANÓNIMA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;5;248125,75;231378,45;5400;-10535,52;CONSTRUCCIÓN
162257;RESPONSABILIDAD LIMITADA;SIERRA;COTOPAXI;MORASPUNGO;PEQUEÑA;SOCIETARIO;7;59840,06;56581,84;0;-10559,94;CONSTRUCCIÓN
706594;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;840436,04;827763,15;8190;-10647,11;CONSTRUCCIÓN
36480;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;2;27220,16;23119,16;18140,3;-10691,61;CONSTRUCCIÓN
60609;RESPONSABILIDAD LIMITADA;ORIENTE;SUCUMBIOS;NUEVA LOJA;PEQUEÑA;SOCIETARIO;10;108316,96;95956,31;0;-10780,05;CONSTRUCCIÓN
707161;RESPONSABILIDAD LIMITADA;ORIENTE;SUCUMBIOS;NUEVA LOJA;MICROEMPRESA;SOCIETARIO;8;40101;20900,4;83860,37;-10803,4;CONSTRUCCIÓN
138934;ANÓNIMA;COSTA;MANABI;PORTOVIEJO;MICROEMPRESA;SOCIETARIO;5;286,59;-6144,1;337;-10823,18;CONSTRUCCIÓN
181606;ANÓNIMA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;5;14059,21;-12468,71;11547,96;-10859,54;CONSTRUCCIÓN
167196;RESPONSABILIDAD LIMITADA;SIERRA;AZUAY;CUENCA;MICROEMPRESA;SOCIETARIO;4;2094,29;-9905,71;0;-10905,71;CONSTRUCCIÓN
163995;ANÓNIMA;SIERRA;PICHINCHA;QUITO;PEQUEÑA;SOCIETARIO;4;1172029,38;11009,11;130000;-10924,31;CONSTRUCCIÓN
305717;RESPONSABILIDAD LIMITADA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;4;4627,24;-11643,2;9979,54;-11390,92;CONSTRUCCIÓN
38618;ANÓNIMA;COSTA;EL ORO;MACHALA;MICROEMPRESA;SOCIETARIO;0;12292,29;-10772;0;-11500;CONSTRUCCIÓN
718833;ANÓNIMA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;4;40788,76;38448,52;0;-11551,48;CONSTRUCCIÓN
131520;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;10;141008,83;44920,65;159319,35;-11632,3;CONSTRUCCIÓN
708555;SUCURSAL EXTRANJERA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;3;6746,73;-3999,46;0;-11644,13;CONSTRUCCIÓN
154605;RESPONSABILIDAD LIMITADA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;8;21003,54;19048,8;68188,11;-11703,24;CONSTRUCCIÓN
719297;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;69973,23;-11597,14;0;-11822,14;CONSTRUCCIÓN
167415;RESPONSABILIDAD LIMITADA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;33077,89;24209,36;0;-11849,08;CONSTRUCCIÓN
